book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,image_url,small_image_url
5600,2195309,2195309,2201046,50,515144592,Nora Roberts,2008.0,"The Hollow (Sign of Seven, #2)",en-US,4.11,23983,25403,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5601,770038,770038,2201870,37,590259385,"Deborah Guarino, Steven Kellogg",1989.0,Is Your Mama a Llama?,,4.16,19267,19573,https://images.gr-assets.com/books/1328835648m/770038.jpg,https://images.gr-assets.com/books/1328835648s/770038.jpg
5602,22540125,22540125,26217310,55,1476792496,Anna Todd,2013.0,"After We Collided (After, #2)",eng,3.73,16338,24827,https://images.gr-assets.com/books/1416788471m/22540125.jpg,https://images.gr-assets.com/books/1416788471s/22540125.jpg
5603,13331184,13331184,18538886,15,385535635,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",,3.54,16181,17744,https://images.gr-assets.com/books/1348186171m/13331184.jpg,https://images.gr-assets.com/books/1348186171s/13331184.jpg
5604,38855,38855,3963325,14,067975833X,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,17389,https://images.gr-assets.com/books/1428284996m/38855.jpg,https://images.gr-assets.com/books/1428284996s/38855.jpg
5605,12924261,12924261,18079704,23,312546343,David Wong,2012.0,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",en-US,4.26,15031,18053,https://images.gr-assets.com/books/1365496944m/12924261.jpg,https://images.gr-assets.com/books/1365496944s/12924261.jpg
5606,342637,342637,332991,19,3822835536,"Robert Descharnes, Gilles Néret",1994.0,Dali: The Paintings,,4.17,14600,14763,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5607,144791,144791,1271370,56,1416505067,Matthew Reilly,2005.0,"Seven Deadly Wonders (Jack West Jr, #1)",eng,4.08,15374,18406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5608,7202825,7202825,7897939,14,1605045535,Cherrie Lynn,2009.0,"Unleashed (Ross Siblings, #1)",eng,3.89,27833,29404,https://images.gr-assets.com/books/1384805371m/7202825.jpg,https://images.gr-assets.com/books/1384805371s/7202825.jpg
5609,30224,30224,4198,31,345443586,Laurell K. Hamilton,2006.0,"Mistral's Kiss (Merry Gentry, #5)",en-US,4.03,25340,27868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5610,1044141,1044141,1673783,68,743287932,Stephen R. Covey,,The 8th Habit: From Effectiveness to Greatness,en-US,3.99,13765,14396,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5611,4497978,4497978,4546955,27,044640098X,Larissa Ione,2009.0,Desire Unchained (Demonica #2),eng,4.25,26939,28519,https://images.gr-assets.com/books/1344268874m/4497978.jpg,https://images.gr-assets.com/books/1344268874s/4497978.jpg
5612,21323,21323,22504,1,399146261,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire / Hideaway / The Key to Midnight,eng,4.16,17581,17581,https://images.gr-assets.com/books/1309287773m/21323.jpg,https://images.gr-assets.com/books/1309287773s/21323.jpg
5613,7617119,7617119,6154629,34,765327821,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,22460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5614,23492613,23492613,43082568,16,1476789258,Laura Dave,2015.0,Eight Hundred Grapes,,3.58,14135,17657,https://images.gr-assets.com/books/1429742890m/23492613.jpg,https://images.gr-assets.com/books/1429742890s/23492613.jpg
5615,84022,84022,822074,31,044900578X,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307,19738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5616,23966,23966,1087344,51,393318680,Irvine Welsh,1998.0,Filth,eng,3.76,16162,17671,https://images.gr-assets.com/books/1452500604m/23966.jpg,https://images.gr-assets.com/books/1452500604s/23966.jpg
5617,47076,47076,1007854,51,316066346,Lori Lansens,2005.0,The Girls,eng,3.79,16201,18125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5618,28686830,28686830,48881943,17,345543009,Janet Evanovich,2016.0,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021,23148,https://images.gr-assets.com/books/1453745203m/28686830.jpg,https://images.gr-assets.com/books/1453745203s/28686830.jpg
5619,30347,30347,13538260,70,446618675,Sandra Brown,1999.0,The Alibi,eng,4.03,17729,19454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5620,12408149,12408149,17389742,27,62088149,Wiley Cash,2012.0,A Land More Kind Than Home,eng,3.84,15318,18146,https://images.gr-assets.com/books/1332536334m/12408149.jpg,https://images.gr-assets.com/books/1332536334s/12408149.jpg
5621,233722,233722,2302767,37,590224735,Ann M. Martin,1986.0,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng,3.94,21952,23186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5622,12107920,12107920,17076921,10,545298423,Roland Smith,2012.0,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",,4.17,17887,18169,https://images.gr-assets.com/books/1331078007m/12107920.jpg,https://images.gr-assets.com/books/1331078007s/12107920.jpg
5623,17704902,17704902,24752264,14,307718964,Sheri  Fink,2013.0,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng,3.87,15344,17296,https://images.gr-assets.com/books/1380120962m/17704902.jpg,https://images.gr-assets.com/books/1380120962s/17704902.jpg
5624,52415,52415,2736640,93,1400031540,"Henning Mankell, Steven T. Murray",1996.0,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094,18381,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5625,2845287,2845287,3093704,15,1594489998,Sarah Vowell,2008.0,The Wordy Shipmates,en-US,3.66,17541,18786,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5626,780581,780581,2879086,505,140443150,"Guy de Maupassant, Douglas Parmée",1885.0,Bel-Ami,eng,3.81,17016,20752,https://images.gr-assets.com/books/1366389912m/780581.jpg,https://images.gr-assets.com/books/1366389912s/780581.jpg
5627,30043,30043,2455271,32,226500667,Norman Maclean,1976.0,A River Runs Through It and Other Stories,eng,4.17,16501,18116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5628,10836813,10836813,9674864,89,1451616880,"María Dueñas, Daniel Hahn",2009.0,The Time in Between,eng,4.04,10166,18470,https://images.gr-assets.com/books/1319148738m/10836813.jpg,https://images.gr-assets.com/books/1319148738s/10836813.jpg
5629,5198,5198,2458248,60,452280397,Toni Morrison,1997.0,Paradise,eng,3.77,17524,19079,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg
5630,22325,22325,879765,53,425190455,William Gibson,1996.0,Idoru (Bridge #2),eng,3.78,16099,17933,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5631,15803757,15803757,21365435,35,373777922,Kristan Higgins,2013.0,"The Best Man (Blue Heron, #1)",eng,3.93,18998,20977,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5632,47520,47520,1003952,42,64473457,Diana Wynne Jones,1990.0,"Castle in the Air (Howl's Moving Castle, #2)",,3.93,22964,26770,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5633,10706120,10706120,15616456,14,545298407,Jude Watson,2011.0,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng,4.14,18168,18469,https://images.gr-assets.com/books/1329085934m/10706120.jpg,https://images.gr-assets.com/books/1329085934s/10706120.jpg
5634,7054123,7054123,7305202,19,1594202435,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.0,18997,20223,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5635,27083865,27083865,47125984,9,1523662441,Penelope Ward,2016.0,RoomHate,eng,4.07,21136,26326,https://images.gr-assets.com/books/1453991440m/27083865.jpg,https://images.gr-assets.com/books/1453991440s/27083865.jpg
5636,2954411,2954411,2983897,20,1416960597,Elizabeth Scott,2008.0,Living Dead Girl,en-US,3.83,22014,24327,https://images.gr-assets.com/books/1314272108m/2954411.jpg,https://images.gr-assets.com/books/1314272108s/2954411.jpg
5637,159964,159964,154391,259,938077872,"Anonymous, Ananda Maitreya, Thich Nhat Hanh, Balangoda Ananda Maitreya Maitreya",-500.0,The Dhammapada,eng,4.29,12639,17114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5638,13412515,13412515,18682640,17,,Kristen Ashley,2012.0,"Law Man (Dream Man, #3)",en-US,4.33,33220,35855,https://images.gr-assets.com/books/1327911077m/13412515.jpg,https://images.gr-assets.com/books/1327911077s/13412515.jpg
5639,128754,128754,1034103,81,671028367,Kathy Reichs,2000.0,"Deadly Decisions (Temperance Brennan, #3)",en-US,3.93,21646,24718,https://images.gr-assets.com/books/1452313887m/128754.jpg,https://images.gr-assets.com/books/1452313887s/128754.jpg
5640,23317538,23317538,42872911,27,812995821,Brené Brown,2015.0,Rising Strong,en-GB,4.19,22022,23919,https://images.gr-assets.com/books/1428641002m/23317538.jpg,https://images.gr-assets.com/books/1428641002s/23317538.jpg
5641,13642963,13642963,8586468,39,385344031,Alan Bradley,2013.0,"Speaking from Among the Bones (Flavia de Luce, #5)",eng,4.17,21892,24547,https://images.gr-assets.com/books/1344371922m/13642963.jpg,https://images.gr-assets.com/books/1344371922s/13642963.jpg
5642,5551522,5551522,5722589,56,316018775,"James Patterson, Maxine Paetro",2009.0,Swimsuit,eng,3.63,18462,20452,https://images.gr-assets.com/books/1344268075m/5551522.jpg,https://images.gr-assets.com/books/1344268075s/5551522.jpg
5643,56634,56634,1007543,31,842371516,Elisabeth Elliot,1956.0,Through Gates of Splendor,en-US,4.38,16487,17062,https://images.gr-assets.com/books/1406510855m/56634.jpg,https://images.gr-assets.com/books/1406510855s/56634.jpg
5644,15832316,15832316,21568137,10,,Tarryn Fisher,2012.0,"Dirty Red (Love Me with Lies, #2)",eng,4.22,26888,27127,https://images.gr-assets.com/books/1364298887m/15832316.jpg,https://images.gr-assets.com/books/1364298887s/15832316.jpg
5645,20958632,20958632,40214184,24,316213071,Holly Black,2015.0,The Darkest Part of the Forest,eng,3.91,22992,25498,https://images.gr-assets.com/books/1397755014m/20958632.jpg,https://images.gr-assets.com/books/1397755014s/20958632.jpg
5646,73095,73095,2548,40,380794470,Susan Elizabeth Phillips,1998.0,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,24117,25838,https://images.gr-assets.com/books/1308818689m/73095.jpg,https://images.gr-assets.com/books/1308818689s/73095.jpg
5647,2508854,2508854,2516225,36,,"خالد الخميسي, Khaled Al Khamissi",2006.0,تاكسي: حواديت المشاوير,ara,3.68,11981,14221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5648,51113,51113,1019525,24,312144075,Gail Tsukiyama,1994.0,The Samurai's Garden,en-US,4.12,17024,17774,https://images.gr-assets.com/books/1327876036m/51113.jpg,https://images.gr-assets.com/books/1327876036s/51113.jpg
5649,25883848,25883848,45762345,28,,Sally   Thorne,2016.0,The Hating Game,eng,4.24,21426,28602,https://images.gr-assets.com/books/1467138679m/25883848.jpg,https://images.gr-assets.com/books/1467138679s/25883848.jpg
5650,23746004,23746004,43241366,46,804177996,Julia Heaberlin,2015.0,Black-Eyed Susans,eng,3.78,14886,18850,https://images.gr-assets.com/books/1431975016m/23746004.jpg,https://images.gr-assets.com/books/1431975016s/23746004.jpg
5651,17673307,17673307,24673151,11,,Penny Reid,2013.0,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612,29949,https://images.gr-assets.com/books/1364347894m/17673307.jpg,https://images.gr-assets.com/books/1364347894s/17673307.jpg
5652,9918083,9918083,13766290,36,1416971777,"Scott Westerfeld, Keith Thompson",2011.0,"Goliath (Leviathan, #3)",eng,4.25,23911,25391,https://images.gr-assets.com/books/1299808712m/9918083.jpg,https://images.gr-assets.com/books/1299808712s/9918083.jpg
5653,824763,824763,810530,11,1421506718,"Akira Amano, JN Productions, Frances E. Wall",2004.0,"Reborn! Vol. 01: Reborn Arrives! (Reborn!, #1)",,4.22,15102,15443,https://images.gr-assets.com/books/1383918162m/824763.jpg,https://images.gr-assets.com/books/1383918162s/824763.jpg
5654,12922320,12922320,18077623,46,,Karin Slaughter,2012.0,"Criminal (Will Trent, #6)",eng,4.21,18592,21262,https://images.gr-assets.com/books/1334414049m/12922320.jpg,https://images.gr-assets.com/books/1334414049s/12922320.jpg
5655,19687,19687,17028926,59,425180964,Tom Clancy,2000.0,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US,3.79,18399,20190,https://images.gr-assets.com/books/1361933747m/19687.jpg,https://images.gr-assets.com/books/1361933747s/19687.jpg
5656,17707605,17707605,24657006,28,399158987,Sue Grafton,2013.0,"W is for Wasted (Kinsey Millhone, #23)",eng,3.86,17357,22102,https://images.gr-assets.com/books/1367622462m/17707605.jpg,https://images.gr-assets.com/books/1367622462s/17707605.jpg
5657,101249,101249,97622,7,1584790830,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,en-US,4.21,15870,16707,https://images.gr-assets.com/books/1473385712m/101249.jpg,https://images.gr-assets.com/books/1473385712s/101249.jpg
5658,42909,42909,2987864,46,312335288,James Herriot,1976.0,All Things Wise and Wonderful,,4.39,20524,22314,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5659,84135,84135,1329428,31,312934327,Sherrilyn Kenyon,2005.0,Sins of the Night (Dark-Hunter #7),eng,4.18,28341,30467,https://images.gr-assets.com/books/1317065358m/84135.jpg,https://images.gr-assets.com/books/1317065358s/84135.jpg
5660,10345937,10345937,15248728,23,1595143998,Beth Revis,2013.0,"Shades of Earth (Across the Universe, #3)",eng,4.11,24612,26839,https://images.gr-assets.com/books/1346494567m/10345937.jpg,https://images.gr-assets.com/books/1346494567s/10345937.jpg
5661,13661,13661,2902890,77,1416509631,Ursula K. Le Guin,1990.0,"Tehanu (Earthsea Cycle, #4)",eng,3.89,19503,23207,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5662,13517455,13517455,19075624,36,62217070,Amy Tintera,2013.0,"Reboot (Reboot, #1)",eng,3.92,23300,25819,https://images.gr-assets.com/books/1350931774m/13517455.jpg,https://images.gr-assets.com/books/1350931774s/13517455.jpg
5663,25065629,25065629,44749816,17,1594486638,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,eng,3.88,17102,18584,https://images.gr-assets.com/books/1435507354m/25065629.jpg,https://images.gr-assets.com/books/1435507354s/25065629.jpg
5664,13533740,13533740,19095325,11,1400067669,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,eng,3.99,18546,19853,https://images.gr-assets.com/books/1342043615m/13533740.jpg,https://images.gr-assets.com/books/1342043615s/13533740.jpg
5665,16360,16360,1355172,196,7113803,Agatha Christie,1936.0,"Murder in Mesopotamia (Hercule Poirot, #14)",eng,3.86,21207,24492,https://images.gr-assets.com/books/1308808558m/16360.jpg,https://images.gr-assets.com/books/1308808558s/16360.jpg
5666,12013,12013,1494164,23,553575376,Iain M. Banks,1996.0,"Excession (Culture, #5)",en-US,4.19,16330,18833,https://images.gr-assets.com/books/1288930712m/12013.jpg,https://images.gr-assets.com/books/1288930712s/12013.jpg
5667,5175,5175,3266662,25,038079487X,Pearl Cleage,1997.0,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853,18444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5668,257990,257990,2552430,53,449000621,Sue Grafton,1990.0,"G is for Gumshoe (Kinsey Millhone, #7)",eng,3.9,22311,24764,https://images.gr-assets.com/books/1315138148m/257990.jpg,https://images.gr-assets.com/books/1315138148s/257990.jpg
5669,17333431,17333431,24064758,40,1455521310,David Baldacci,2013.0,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,4.03,14491,20096,https://images.gr-assets.com/books/1379456669m/17333431.jpg,https://images.gr-assets.com/books/1379456669s/17333431.jpg
5670,21027,21027,162246,50,60958340,Irvin D. Yalom,1989.0,Love's Executioner and Other Tales of Psychotherapy,,4.18,14013,16134,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5671,3342764,3342764,3381062,48,316037885,Trudi Canavan,2009.0,"The Magician's Apprentice (Black Magician, #0.5)",eng,3.94,17128,19089,https://images.gr-assets.com/books/1344264805m/3342764.jpg,https://images.gr-assets.com/books/1344264805s/3342764.jpg
5672,459064,459064,4379974,32,593046315,Steven Erikson,2007.0,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539,19293,https://images.gr-assets.com/books/1403011403m/459064.jpg,https://images.gr-assets.com/books/1403011403s/459064.jpg
